CustomerKey,GeographyKey,CustomerAlternateKey,FirstName,LastName,FullName,Gender,DateFirstPurchase,City,State,Country
20238,20,AW00020238,Anna,Watson,Anna Watson,Female,2021-10-21,Brisbane,Queensland,Australia
20239,2,AW00020239,Jill,Ortega,Jill Ortega,Female,2021-10-23,Coffs Harbour,New South Wales,Australia
20240,30,AW00020240,Beth,Rubio,Beth Rubio,Female,2023-10-16,Perth,South Australia,Australia
20241,9,AW00020241,Cesar,Mehta,Cesar Mehta,Male,2021-10-13,Milsons Point,New South Wales,Australia
20242,18,AW00020242,Christopher,Thomas,Christopher Thomas,Male,2021-10-09,Sydney,New South Wales,Australia
20243,33,AW00020243,Tamara,Ye,Tamara Ye,Female,2023-05-22,Cranbourne,Victoria,Australia
20244,22,AW00020244,Dawn,Raji,Dawn Raji,Female,2021-10-18,East Brisbane,Queensland,Australia
20245,34,AW00020245,Darren,Malhotra,Darren Malhotra,Male,2021-10-01,Geelong,Victoria,Australia
20246,25,AW00020246,Mindy,Xu,Mindy Xu,Female,2021-09-30,Hervey Bay,Queensland,Australia
20247,31,AW00020247,Kristina,Lopez,Kristina Lopez,Female,2021-10-05,Hobart,Tasmania,Australia
20248,35,AW00020248,Gina,Suarez,Gina Suarez,Female,2023-12-26,Melbourne,Victoria,Australia
20249,17,AW00020249,Tasha,Kumar,Tasha Kumar,Female,2021-10-16,St. Leonards,New South Wales,Australia
20250,23,AW00020250,Charles,Garcia,Charles Garcia,Male,2023-04-18,Gold Coast,Queensland,Australia
20251,26,AW00020251,Luis,Li,Luis Li,Male,2023-04-22,Rockhampton,Queensland,Australia
20252,6,AW00020252,Darrell,Raje,Darrell Raje,Male,2023-09-01,Lavender Bay,New South Wales,Australia
20253,28,AW00020253,Veronica,Kapoor,Veronica Kapoor,Female,2021-09-30,Cloverdale,South Australia,Australia
20254,12,AW00020254,Dana,Gutierrez,Dana Gutierrez,Female,2023-09-16,North Sydney,New South Wales,Australia
20255,18,AW00020255,Stephanie,Russell,Stephanie Russell,Female,2023-02-10,Sydney,New South Wales,Australia
20256,36,AW00020256,Javier,Serrano,Javier Serrano,Male,2021-11-10,Melton,Victoria,Australia
20257,40,AW00020257,Roy,Carlson,Roy Carlson,Male,2024-01-24,Warrnambool,Victoria,Australia
20258,20,AW00020258,Katelyn,Ward,Katelyn Ward,Female,2021-11-22,Brisbane,Queensland,Australia
20259,39,AW00020259,Jenny,Andersen,Jenny Andersen,Female,2021-11-01,Sunbury,Victoria,Australia
20260,21,AW00020260,Ethan,Martinez,Ethan Martinez,Male,2021-11-10,Caloundra,Queensland,Australia
20261,23,AW00020261,Mariah,Rivera,Mariah Rivera,Female,2021-11-13,Gold Coast,Queensland,Australia
20262,37,AW00020262,Brett,Prasad,Brett Prasad,Male,2023-07-01,Seaford,Victoria,Australia
20263,16,AW00020263,Steve,Zhou,Steve Zhou,Male,2023-11-26,Springwood,New South Wales,Australia
20264,28,AW00020264,Jay,Carlson,Jay Carlson,Male,2021-11-23,Cloverdale,South Australia,Australia
20265,25,AW00020265,Clarence,Guo,Clarence Guo,Male,2023-03-13,Hervey Bay,Queensland,Australia
20266,31,AW00020266,Summer,Gonzalez,Summer Gonzalez,Female,2023-04-20,Hobart,Tasmania,Australia
20267,7,AW00020267,Monica,Garcia,Monica Garcia,Female,2023-08-05,Malabar,New South Wales,Australia
20268,36,AW00020268,Jorge,He,Jorge He,Male,2023-10-23,Melton,Victoria,Australia
20269,32,AW00020269,Hunter,Foster,Hunter Foster,Male,2023-10-28,Bendigo,Victoria,Australia
20270,329,AW00020270,Kevin,Phillips,Kevin Phillips,Male,2023-04-22,Imperial Beach,California,United States
20271,299,AW00020271,Barry,Fernandez,Barry Fernandez,Male,2023-07-17,Berkeley,California,United States
20272,609,AW00020272,Seth,James,Seth James,Male,2023-09-24,Bellingham,Washington,United States
20273,69,AW00020273,Katherine,Martin,Katherine Martin,Female,2023-09-28,Victoria,British Columbia,Canada
20274,607,AW00020274,Brent,Wang,Brent Wang,Male,2023-08-02,Ballard,Washington,United States
20275,542,AW00020275,Angela,Kelly,Angela Kelly,Female,2024-01-13,Lake Oswego,Oregon,United States
20276,637,AW00020276,Haley,Sanchez,Haley Sanchez,Female,2024-01-05,Seattle,Washington,United States
20277,36,AW00020277,Mary,Hall,Mary Hall,Female,2023-05-03,Melton,Victoria,Australia
20278,311,AW00020278,Alisha,Oliver,Alisha Oliver,Female,2023-03-03,Concord,California,United States
20279,326,AW00020279,Trevor,Henderson,Trevor Henderson,Male,2023-03-16,Grossmont,California,United States
20280,53,AW00020280,Joshua,Harris,Joshua Harris,Male,2023-03-16,Metchosin,British Columbia,Canada
20281,607,AW00020281,Karl,Xie,Karl Xie,Male,2023-06-18,Ballard,Washington,United States
20282,11,AW00020282,Trisha,Xu,Trisha Xu,Female,2023-07-05,North Ryde,New South Wales,Australia
20283,14,AW00020283,Katie,Shen,Katie Shen,Female,2021-11-06,Rhodes,New South Wales,Australia
20284,14,AW00020284,Deanna,Ashe,Deanna Ashe,Female,2021-11-11,Rhodes,New South Wales,Australia
20285,623,AW00020285,Aaron,Alexander,Aaron Alexander,Male,2023-12-13,Kirkland,Washington,United States
20286,298,AW00020286,Stacey,Wu,Stacey Wu,Female,2023-04-24,Bellflower,California,United States
20287,307,AW00020287,Destiny,Simmons,Destiny Simmons,Female,2023-09-11,Chula Vista,California,United States
20288,329,AW00020288,Jeremiah,Edwards,Jeremiah Edwards,Male,2023-11-09,Imperial Beach,California,United States
20289,339,AW00020289,Jada,Richardson,Jada Richardson,Female,2023-08-22,Mill Valley,California,United States
20290,369,AW00020290,Austin,Simmons,Austin Simmons,Male,2023-04-09,Santa Monica,California,United States
20291,358,AW00020291,Alexis,Walker,Alexis Walker,Female,2023-06-23,San Carlos,California,United States
20292,314,AW00020292,Katherine,Ross,Katherine Ross,Female,2023-10-30,Daly City,California,United States
20293,339,AW00020293,Rachel,Jackson,Rachel Jackson,Female,2023-09-15,Mill Valley,California,United States
20294,385,AW00020294,Julia,Davis,Julia Davis,Female,2023-09-13,Woodland Hills,California,United States
20295,642,AW00020295,Christopher,Brown,Christopher Brown,Male,2023-06-13,Tacoma,Washington,United States
20296,302,AW00020296,Morgan,Diaz,Morgan Diaz,Female,2023-05-30,Burlingame,California,United States
20297,299,AW00020297,Valerie,Wu,Valerie Wu,Female,2023-03-12,Berkeley,California,United States
20298,301,AW00020298,Edgar,Arun,Edgar Arun,Male,2024-01-26,Burbank,California,United States
20299,54,AW00020299,Megan,Cook,Megan Cook,Female,2023-04-13,N. Vancouver,British Columbia,Canada
20300,68,AW00020300,Xavier,Garcia,Xavier Garcia,Male,2023-09-25,Vancouver,British Columbia,Canada
20301,609,AW00020301,Gloria,Bradley,Gloria Bradley,Female,2023-05-23,Bellingham,Washington,United States
20302,302,AW00020302,Tasha,Andersen,Tasha Andersen,Female,2023-03-24,Burlingame,California,United States
20303,310,AW00020303,Bryce,Morgan,Bryce Morgan,Male,2023-03-24,Colma,California,United States
20304,644,AW00020304,Jesse,Edwards,Jesse Edwards,Male,2023-06-19,Walla Walla,Washington,United States
20305,298,AW00020305,Caleb,Ross,Caleb Ross,Male,2023-10-06,Bellflower,California,United States
20306,311,AW00020306,Mary,Baker,Mary Baker,Female,2023-05-01,Concord,California,United States
20307,312,AW00020307,Natalie,Blue,Natalie Blue,Female,2023-06-09,Coronado,California,United States
20308,335,AW00020308,Pieter,Uittenbogaard,Pieter Uittenbogaard,Female,2023-03-18,Lemon Grove,California,United States
20309,7,AW00020309,Cristina,Sharma,Cristina Sharma,Female,2024-01-04,Malabar,New South Wales,Australia
20310,337,AW00020310,Timothy,Ramirez,Timothy Ramirez,Male,2023-06-19,Long Beach,California,United States
20311,338,AW00020311,Cole,Bell,Cole Bell,Male,2023-11-17,Los Angeles,California,United States
20312,54,AW00020312,Ryan,Lewis,Ryan Lewis,Male,2023-05-06,N. Vancouver,British Columbia,Canada
20313,536,AW00020313,Oscar,Bennett,Oscar Bennett,Male,2023-12-02,Beaverton,Oregon,United States
20314,17,AW00020314,Russell,Deng,Russell Deng,Male,2023-11-22,St. Leonards,New South Wales,Australia
20315,644,AW00020315,Devin,Ramirez,Devin Ramirez,Male,2023-06-15,Walla Walla,Washington,United States
20316,29,AW00020316,Suzanne,Zhang,Suzanne Zhang,Female,2023-02-26,Findon,South Australia,Australia
20317,4,AW00020317,Alex,Green,Alex Green,Male,2023-03-28,Goulburn,New South Wales,Australia
20318,54,AW00020318,Amanda,Turner,Amanda Turner,Female,2022-02-03,N. Vancouver,British Columbia,Canada
20319,612,AW00020319,Dylan,Alexander,Dylan Alexander,Male,2023-06-14,Burien,Washington,United States
20320,298,AW00020320,Mindy,Nath,Mindy Nath,Female,2023-06-07,Bellflower,California,United States
20321,301,AW00020321,Colleen,Chen,Colleen Chen,Female,2023-06-10,Burbank,California,United States
20322,627,AW00020322,Rachel,Wood,Rachel Wood,Female,2023-12-25,Marysville,Washington,United States
20323,634,AW00020323,Justin,Coleman,Justin Coleman,Male,2023-03-21,Redmond,Washington,United States
20324,298,AW00020324,Ashley,Rodriguez,Ashley Rodriguez,Female,2023-03-29,Bellflower,California,United States
20325,345,AW00020325,Charles,Williams,Charles Williams,Male,2023-10-31,Newport Beach,California,United States
20326,358,AW00020326,Paige,Blue,Paige Blue,Female,2023-04-28,San Carlos,California,United States
20327,358,AW00020327,Sophia,Perez,Sophia Perez,Female,2023-05-18,San Carlos,California,United States
20328,359,AW00020328,Sierra,Carter,Sierra Carter,Female,2023-08-18,San Diego,California,United States
20329,383,AW00020329,Jose,Yang,Jose Yang,Male,2023-10-23,West Covina,California,United States
20330,65,AW00020330,Nathan,Thomas,Nathan Thomas,Male,2023-12-31,Shawnee,British Columbia,Canada
20331,609,AW00020331,Jeremy,Cox,Jeremy Cox,Male,2023-05-29,Bellingham,Washington,United States
20332,609,AW00020332,Danny,Navarro,Danny Navarro,Male,2023-09-11,Bellingham,Washington,United States
20333,614,AW00020333,Abigail,Gonzales,Abigail Gonzales,Female,2023-11-15,Edmonds,Washington,United States
20334,298,AW00020334,Jeremiah,Mitchell,Jeremiah Mitchell,Male,2023-02-13,Bellflower,California,United States
20335,310,AW00020335,Adam,Gonzales,Adam Gonzales,Male,2023-09-23,Colma,California,United States
20336,311,AW00020336,Ian,Young,Ian Young,Male,2023-12-15,Concord,California,United States
20337,331,AW00020337,Xavier,Hall,Xavier Hall,Male,2023-03-04,La Jolla,California,United States
20338,334,AW00020338,Anna,James,Anna James,Female,2023-10-21,Lakewood,California,United States
20339,337,AW00020339,Kaitlyn,Hughes,Kaitlyn Hughes,Female,2023-03-27,Long Beach,California,United States
20340,343,AW00020340,Makayla,Kelly,Makayla Kelly,Female,2023-03-31,National City,California,United States
20341,52,AW00020341,Tyler,Smith,Tyler Smith,Male,2023-07-28,Langley,British Columbia,Canada
20342,611,AW00020342,Aimee,Lu,Aimee Lu,Female,2023-10-07,Bremerton,Washington,United States
20343,623,AW00020343,Sierra,Hill,Sierra Hill,Female,2023-02-06,Kirkland,Washington,United States
20344,300,AW00020344,Ashlee,Anand,Ashlee Anand,Female,2023-03-08,Beverly Hills,California,United States
20345,300,AW00020345,Regina,Martinez,Regina Martinez,Female,2023-04-12,Beverly Hills,California,United States
20346,359,AW00020346,Angelica,Washington,Angelica Washington,Female,2023-04-20,San Diego,California,United States
20347,361,AW00020347,Savannah,Roberts,Savannah Roberts,Female,2023-04-20,San Gabriel,California,United States
20348,372,AW00020348,Chloe,Evans,Chloe Evans,Female,2023-04-08,Spring Valley,California,United States
20349,347,AW00020349,Nicole,Harris,Nicole Harris,Female,2023-07-04,Novato,California,United States
20350,59,AW00020350,Isabella,Campbell,Isabella Campbell,Female,2022-02-27,Oak Bay,British Columbia,Canada
20351,298,AW00020351,Maria,Gonzalez,Maria Gonzalez,Female,2023-09-20,Bellflower,California,United States
20352,536,AW00020352,Melissa,Foster,Melissa Foster,Female,2023-04-16,Beaverton,Oregon,United States
20353,331,AW00020353,Allison,Phillips,Allison Phillips,Female,2023-04-19,La Jolla,California,United States
20354,43,AW00020354,Austin,Williams,Austin Williams,Male,2023-05-27,Burnaby,British Columbia,Canada
20355,548,AW00020355,Melanie,Gray,Melanie Gray,Female,2023-10-02,Salem,Oregon,United States
20356,536,AW00020356,Louis,Lu,Louis Lu,Male,2023-12-15,Beaverton,Oregon,United States
20357,627,AW00020357,Julian,Price,Julian Price,Female,2023-06-20,Marysville,Washington,United States
20358,644,AW00020358,Brian,Murphy,Brian Murphy,Male,2023-05-03,Walla Walla,Washington,United States
20359,298,AW00020359,Rachel,Blue,Rachel Blue,Female,2023-06-07,Bellflower,California,United States
20360,329,AW00020360,Brianna,Russell,Brianna Russell,Female,2023-08-22,Imperial Beach,California,United States
20361,612,AW00020361,Jonathon,Moreno,Jonathon Moreno,Male,2023-02-14,Burien,Washington,United States
20362,644,AW00020362,Seth,Gonzalez,Seth Gonzalez,Male,2023-11-11,Walla Walla,Washington,United States
20363,314,AW00020363,Alexander,Brown,Alexander Brown,Male,2023-11-11,Daly City,California,United States
20364,383,AW00020364,Anna,Jackson,Anna Jackson,Female,2023-12-21,West Covina,California,United States
20365,609,AW00020365,Isaac,Scott,Isaac Scott,Male,2024-01-26,Bellingham,Washington,United States
20366,326,AW00020366,Marcus,Powell,Marcus Powell,Male,2023-02-24,Grossmont,California,United States
20367,334,AW00020367,Jessica,Anderson,Jessica Anderson,Female,2023-11-30,Lakewood,California,United States
20368,372,AW00020368,Thomas,Jackson,Thomas Jackson,Male,2023-05-06,Spring Valley,California,United States
20369,539,AW00020369,Trevor,Barnes,Trevor Barnes,Male,2023-05-08,Corvallis,Oregon,United States
20370,618,AW00020370,Blake,Young,Blake Young,Male,2023-05-08,Issaquah,Washington,United States
20371,358,AW00020371,Grace,Bryant,Grace Bryant,Female,2023-06-15,San Carlos,California,United States
20372,542,AW00020372,Kaitlyn,Edwards,Kaitlyn Edwards,Female,2023-06-12,Lake Oswego,Oregon,United States
20373,52,AW00020373,Morgan,Williams,Morgan Williams,Female,2022-03-28,Langley,British Columbia,Canada
20374,322,AW00020374,Fernando,Adams,Fernando Adams,Male,2023-05-31,Fremont,California,United States
20375,71,AW00020375,Olivia,Perry,Olivia Perry,Female,2022-04-09,Westminster,British Columbia,Canada
20376,311,AW00020376,Destiny,Lewis,Destiny Lewis,Female,2023-04-26,Concord,California,United States
20377,543,AW00020377,Brian,Reed,Brian Reed,Male,2023-05-27,Lebanon,Oregon,United States
20378,612,AW00020378,Nathan,Jai,Nathan Jai,Male,2023-02-15,Burien,Washington,United States
20379,298,AW00020379,Brittney,Chen,Brittney Chen,Female,2023-08-05,Bellflower,California,United States
20380,70,AW00020380,Catherine,Reed,Catherine Reed,Female,2023-04-21,Westminster,British Columbia,Canada
20381,627,AW00020381,Blake,Bennett,Blake Bennett,Male,2023-10-30,Marysville,Washington,United States
20382,334,AW00020382,Jack,Hernandez,Jack Hernandez,Male,2023-04-30,Lakewood,California,United States
20383,637,AW00020383,Richard,Hernandez,Richard Hernandez,Male,2023-10-26,Seattle,Washington,United States
20384,329,AW00020384,Luis,Gonzalez,Luis Gonzalez,Male,2023-05-25,Imperial Beach,California,United States
20385,631,AW00020385,Jason,Patterson,Jason Patterson,Male,2023-05-15,Olympia,Washington,United States
20386,335,AW00020386,Anna,Russell,Anna Russell,Female,2023-05-08,Lemon Grove,California,United States
20387,301,AW00020387,Jordan,Adams,Jordan Adams,Male,2023-07-06,Burbank,California,United States
20388,609,AW00020388,Natasha,Gill,Natasha Gill,Female,2023-09-04,Bellingham,Washington,United States
20389,607,AW00020389,Lee,Romero,Lee Romero,Male,2023-11-04,Ballard,Washington,United States
20390,611,AW00020390,Ross,Ramos,Ross Ramos,Male,2023-08-25,Bremerton,Washington,United States
20391,311,AW00020391,Meghan,Serrano,Meghan Serrano,Female,2023-02-08,Concord,California,United States
20392,352,AW00020392,Destiny,Ramirez,Destiny Ramirez,Female,2023-10-28,Palo Alto,California,United States
20393,326,AW00020393,Kaitlyn,White,Kaitlyn White,Female,2024-01-05,Grossmont,California,United States
20394,631,AW00020394,Emma,Butler,Emma Butler,Female,2023-07-03,Olympia,Washington,United States
20395,302,AW00020395,Katherine,Rogers,Katherine Rogers,Female,2023-07-14,Burlingame,California,United States
20396,312,AW00020396,Jason,Simmons,Jason Simmons,Male,2023-10-02,Coronado,California,United States
20397,326,AW00020397,Isaiah,Gray,Isaiah Gray,Male,2023-10-16,Grossmont,California,United States
20398,352,AW00020398,Jordan,Collins,Jordan Collins,Female,2023-06-09,Palo Alto,California,United States
20399,626,AW00020399,Benjamin,Rodriguez,Benjamin Rodriguez,Male,2023-07-21,Lynnwood,Washington,United States
20400,322,AW00020400,Sydney,Henderson,Sydney Henderson,Female,2023-07-06,Fremont,California,United States
20401,302,AW00020401,Hannah,Jenkins,Hannah Jenkins,Female,2023-07-23,Burlingame,California,United States
20402,33,AW00020402,Vincent,Liang,Vincent Liang,Male,2023-06-16,Cranbourne,Victoria,Australia
20403,26,AW00020403,Mitchell,Lal,Mitchell Lal,Male,2023-12-24,Rockhampton,Queensland,Australia
20404,29,AW00020404,Jorge,Yang,Jorge Yang,Male,2024-01-11,Findon,South Australia,Australia
20405,358,AW00020405,Isaiah,Campbell,Isaiah Campbell,Male,2023-05-18,San Carlos,California,United States
20406,37,AW00020406,Felicia,Munoz,Felicia Munoz,Female,2023-09-08,Seaford,Victoria,Australia
20407,19,AW00020407,Kristopher,Vance,Kristopher Vance,Male,2023-08-14,Wollongong,New South Wales,Australia
20408,612,AW00020408,Isaac,Morgan,Isaac Morgan,Male,2023-09-01,Burien,Washington,United States
20409,641,AW00020409,Sophia,Young,Sophia Young,Female,2023-08-15,Spokane,Washington,United States
20410,641,AW00020410,Richard,Jackson,Richard Jackson,Male,2023-04-10,Spokane,Washington,United States
20411,316,AW00020411,Cole,James,Cole James,Male,2023-05-14,El Cajon,California,United States
20412,374,AW00020412,David,Jackson,David Jackson,Male,2023-05-05,Torrance,California,United States
20413,299,AW00020413,Taylor,Powell,Taylor Powell,Female,2023-03-23,Berkeley,California,United States
20414,345,AW00020414,Amanda,Bailey,Amanda Bailey,Female,2023-10-11,Newport Beach,California,United States
20415,17,AW00020415,Evelyn,Sai,Evelyn Sai,Female,2023-08-13,St. Leonards,New South Wales,Australia
20416,20,AW00020416,Dale,Goel,Dale Goel,Male,2021-11-01,Brisbane,Queensland,Australia
20417,38,AW00020417,Bruce,Vazquez,Bruce Vazquez,Male,2023-04-17,South Melbourne,Victoria,Australia
20418,6,AW00020418,Joe,Vazquez,Joe Vazquez,Male,2021-11-22,Lavender Bay,New South Wales,Australia
20419,35,AW00020419,Billy,Romero,Billy Romero,Male,2023-04-07,Melbourne,Victoria,Australia
20420,28,AW00020420,Evelyn,Mehta,Evelyn Mehta,Female,2021-10-31,Cloverdale,South Australia,Australia
20421,298,AW00020421,Victoria,Alexander,Victoria Alexander,Female,2023-05-09,Bellflower,California,United States
20422,359,AW00020422,Maria,Brooks,Maria Brooks,Female,2023-07-08,San Diego,California,United States
20423,19,AW00020423,Alicia,Goel,Alicia Goel,Female,2021-11-15,Wollongong,New South Wales,Australia
20424,40,AW00020424,Marie,Romero,Marie Romero,Female,2021-11-03,Warrnambool,Victoria,Australia
20425,12,AW00020425,Sabrina,Torres,Sabrina Torres,Female,2021-11-19,North Sydney,New South Wales,Australia
20426,24,AW00020426,Johnathan,Perez,Johnathan Perez,Male,2021-11-01,Hawthorne,Queensland,Australia
20427,29,AW00020427,Mario,Raje,Mario Raje,Male,2021-11-25,Findon,South Australia,Australia
20428,4,AW00020428,Brent,Ma,Brent Ma,Male,2024-01-17,Goulburn,New South Wales,Australia
20429,2,AW00020429,Curtis,Gao,Curtis Gao,Male,2021-11-12,Coffs Harbour,New South Wales,Australia
20430,22,AW00020430,Maurice,Ashe,Maurice Ashe,Male,2021-11-09,East Brisbane,Queensland,Australia
20431,536,AW00020431,Corey,Raje,Corey Raje,Male,2023-09-26,Beaverton,Oregon,United States
20432,626,AW00020432,Juan,Sanders,Juan Sanders,Male,2023-11-07,Lynnwood,Washington,United States
20433,545,AW00020433,Chloe,Taylor,Chloe Taylor,Female,2023-12-08,Milwaukie,Oregon,United States
20434,329,AW00020434,Nathan,Sharma,Nathan Sharma,Male,2023-07-06,Imperial Beach,California,United States
20435,335,AW00020435,Natalie,Green,Natalie Green,Female,2023-07-16,Lemon Grove,California,United States
20436,352,AW00020436,Anna,Barnes,Anna Barnes,Female,2023-07-30,Palo Alto,California,United States
20437,383,AW00020437,Gabriella,Howard,Gabriella Howard,Female,2023-07-12,West Covina,California,United States
20438,383,AW00020438,Robert,Scott,Robert Scott,Male,2023-04-11,West Covina,California,United States
20439,329,AW00020439,Chloe,Rogers,Chloe Rogers,Female,2023-02-24,Imperial Beach,California,United States
20440,355,AW00020440,Alexandra,Hughes,Alexandra Hughes,Female,2023-05-26,Redwood City,California,United States
20441,59,AW00020441,Abigail,Henderson,Abigail Henderson,Female,2023-08-25,Oak Bay,British Columbia,Canada
20442,301,AW00020442,Jorge,Chen,Jorge Chen,Male,2023-05-15,Burbank,California,United States
20443,326,AW00020443,Adrian,Cox,Adrian Cox,Male,2023-10-04,Grossmont,California,United States
20444,31,AW00020444,Cara,Zeng,Cara Zeng,Female,2021-11-27,Hobart,Tasmania,Australia
20445,5,AW00020445,Barbara,Deng,Barbara Deng,Female,2021-11-18,Lane Cove,New South Wales,Australia
20446,25,AW00020446,Clayton,Rai,Clayton Rai,Male,2021-10-29,Hervey Bay,Queensland,Australia
20447,15,AW00020447,Jodi,Goel,Jodi Goel,Female,2021-10-30,Silverwater,New South Wales,Australia
20448,16,AW00020448,Jésus,Blanco,Jésus Blanco,Male,2021-11-19,Springwood,New South Wales,Australia
20449,302,AW00020449,Rachel,Walker,Rachel Walker,Female,2023-07-10,Burlingame,California,United States
20450,5,AW00020450,Edwin,Tang,Edwin Tang,Male,2021-11-20,Lane Cove,New South Wales,Australia
20451,10,AW00020451,Kelli,Anand,Kelli Anand,Female,2021-11-17,Newcastle,New South Wales,Australia
20452,39,AW00020452,Kelli,Xie,Kelli Xie,Female,2021-11-23,Sunbury,Victoria,Australia
20453,16,AW00020453,Bryant,Arun,Bryant Arun,Male,2023-02-01,Springwood,New South Wales,Australia
20454,26,AW00020454,Fernando,Martinez,Fernando Martinez,Male,2023-06-30,Rockhampton,Queensland,Australia
20455,37,AW00020455,Bruce,Blanco,Bruce Blanco,Male,2024-01-19,Seaford,Victoria,Australia
20456,39,AW00020456,Alfredo,Ramos,Alfredo Ramos,Male,2021-11-12,Sunbury,Victoria,Australia
20457,545,AW00020457,Alexandra,Morris,Alexandra Morris,Female,2023-05-28,Milwaukie,Oregon,United States
20458,302,AW00020458,Erick,Subram,Erick Subram,Male,2023-04-29,Burlingame,California,United States
20459,307,AW00020459,Maria,Barnes,Maria Barnes,Female,2023-07-29,Chula Vista,California,United States
20460,12,AW00020460,Wesley,Zeng,Wesley Zeng,Male,2023-02-10,North Sydney,New South Wales,Australia
20461,361,AW00020461,Mackenzie,Nelson,Mackenzie Nelson,Female,2023-06-01,San Gabriel,California,United States
20462,385,AW00020462,Haley,Mitchell,Haley Mitchell,Female,2023-06-09,Woodland Hills,California,United States
20463,314,AW00020463,Jasmine,Bryant,Jasmine Bryant,Female,2023-07-19,Daly City,California,United States
20464,536,AW00020464,Amy,Lu,Amy Lu,Female,2023-06-23,Beaverton,Oregon,United States
20465,310,AW00020465,Isabel,Henderson,Isabel Henderson,Female,2023-06-05,Colma,California,United States
20466,352,AW00020466,Benjamin,Jai,Benjamin Jai,Male,2024-01-20,Palo Alto,California,United States
20467,618,AW00020467,Gabrielle,Bennett,Gabrielle Bennett,Female,2023-10-21,Issaquah,Washington,United States
20468,66,AW00020468,Olivia,Richardson,Olivia Richardson,Female,2022-04-22,Sooke,British Columbia,Canada
20469,536,AW00020469,Manuel,Suri,Manuel Suri,Male,2023-12-17,Beaverton,Oregon,United States
20470,62,AW00020470,Melissa,Gonzales,Melissa Gonzales,Female,2022-04-17,Royal Oak,British Columbia,Canada
20471,623,AW00020471,Carlos,Gonzalez,Carlos Gonzalez,Male,2023-12-02,Kirkland,Washington,United States
20472,536,AW00020472,Edward,Coleman,Edward Coleman,Male,2023-06-27,Beaverton,Oregon,United States
20473,536,AW00020473,Mason,Rivera,Mason Rivera,Male,2024-01-26,Beaverton,Oregon,United States
20474,542,AW00020474,Edward,Turner,Edward Turner,Male,2023-07-29,Lake Oswego,Oregon,United States
20475,307,AW00020475,Blake,Martinez,Blake Martinez,Male,2023-06-10,Chula Vista,California,United States
20476,361,AW00020476,Destiny,Long,Destiny Long,Female,2023-06-02,San Gabriel,California,United States
20477,361,AW00020477,Brandon,Washington,Brandon Washington,Male,2023-07-07,San Gabriel,California,United States
20478,58,AW00020478,Jonathan,Moore,Jonathan Moore,Male,2023-05-12,Newton,British Columbia,Canada
20479,66,AW00020479,Andrew,Jackson,Andrew Jackson,Male,2023-10-12,Sooke,British Columbia,Canada
20480,543,AW00020480,Carlos,Cox,Carlos Cox,Male,2023-07-17,Lebanon,Oregon,United States
20481,345,AW00020481,Jordan,Edwards,Jordan Edwards,Male,2023-07-27,Newport Beach,California,United States
20482,612,AW00020482,Gina,Diaz,Gina Diaz,Female,2023-06-25,Burien,Washington,United States
20483,64,AW00020483,Austin,Kumar,Austin Kumar,Male,2022-05-07,Shawnee,British Columbia,Canada
20484,352,AW00020484,Gabriella,Morgan,Gabriella Morgan,Female,2023-07-21,Palo Alto,California,United States
20485,338,AW00020485,Richard,Reed,Richard Reed,Male,2023-07-08,Los Angeles,California,United States
20486,385,AW00020486,Jack,Butler,Jack Butler,Male,2023-09-21,Woodland Hills,California,United States
20487,609,AW00020487,Alexander,White,Alexander White,Male,2023-05-01,Bellingham,Washington,United States
20488,623,AW00020488,Cassidy,Foster,Cassidy Foster,Female,2023-11-22,Kirkland,Washington,United States
20489,626,AW00020489,Jacob,Davis,Jacob Davis,Male,2023-04-23,Lynnwood,Washington,United States
20490,339,AW00020490,Kaylee,Roberts,Kaylee Roberts,Female,2023-12-30,Mill Valley,California,United States
20491,616,AW00020491,Dakota,Perry,Dakota Perry,Male,2024-01-05,Everett,Washington,United States
20492,54,AW00020492,Madison,Martin,Madison Martin,Female,2023-01-31,N. Vancouver,British Columbia,Canada
20493,545,AW00020493,Matthew,Jackson,Matthew Jackson,Male,2023-11-14,Milwaukie,Oregon,United States
20494,329,AW00020494,Jesse,Peterson,Jesse Peterson,Male,2023-03-04,Imperial Beach,California,United States
20495,302,AW00020495,Wesley,Wang,Wesley Wang,Male,2023-06-18,Burlingame,California,United States
20496,316,AW00020496,Jada,Roberts,Jada Roberts,Female,2023-07-22,El Cajon,California,United States
20497,302,AW00020497,Francisco,Javier Castrejón,Francisco Javier Castrejón,Female,2023-02-28,Burlingame,California,United States
20498,57,AW00020498,Miguel,Phillips,Miguel Phillips,Male,2023-07-30,Newton,British Columbia,Canada
20499,50,AW00020499,Christian,Robinson,Christian Robinson,Male,2024-01-11,Haney,British Columbia,Canada
20500,60,AW00020500,Morgan,Butler,Morgan Butler,Female,2023-04-23,Port Hammond,British Columbia,Canada
20501,638,AW00020501,Morgan,Nelson,Morgan Nelson,Female,2023-07-28,Sedro Woolley,Washington,United States
20502,315,AW00020502,John,Harris,John Harris,Male,2023-04-20,Downey,California,United States
20503,301,AW00020503,Tony,Jai,Tony Jai,Male,2023-04-17,Burbank,California,United States
20504,334,AW00020504,Rakesh,Tangirala,Rakesh Tangirala,Female,2023-09-05,Lakewood,California,United States
20505,385,AW00020505,Alexa,Cox,Alexa Cox,Female,2023-04-04,Woodland Hills,California,United States
